Periodo;Partner;Pais;ID_Link;Nombre_Link;ID_Afiliador;Nombre_Afiliador;Registros;Cantidad_Primeros_Depositos;Valor_Primeros_Depositos
2023-01-01-2023-01-31;Doradobet;Per˙;927;POPC-Registro;14864;ADSVIRTUAL;75;3;450
2023-01-01-2023-01-31;Doradobet;Per˙;2167;PPADS_Popunder_Peru;22651;PropellerAds;192;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;984;torneos-millonarios-en-vivo;46079;Facebook Doradobet;272;6;277
2023-01-01-2023-01-31;Doradobet;Per˙;1902;cuotas;22651;PropellerAds;322;1;100
2023-01-01-2023-01-31;Doradobet;Per˙;1890;AdC_Casino;14864;ADSVIRTUAL;217;1;30
2023-01-01-2023-01-31;Doradobet;Per˙;1887;AdC_Deportes;14864;ADSVIRTUAL;339;1;20
2023-01-01-2023-01-31;Ecuabet;Ecuador;2263;POPC_Desk_ECU;255431;Daniela;50;11;163
2023-01-01-2023-01-31;Doradobet;Chile;3428;SPR_Casino;1160207;ADSCHILE;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1294;tragamonedas;46079;Facebook Doradobet;995;52;2196
2023-01-01-2023-01-31;Doradobet;Per˙;1795;Other;294404;Andre;17;4;118,5
2023-01-01-2023-01-31;Doradobet;Ecuador;3625;SPR_Casino;2457236;AdsDoradobetECU;7;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;3983;Vidoomy_Video;255431;Daniela;14;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;762;SerieA;46079;Facebook Doradobet;297;14;410
2023-01-01-2023-01-31;Ecuabet;Ecuador;2454;ADS_Deportivas;255431;Daniela;1014;20;318,5
2023-01-01-2023-01-31;Doradobet;Per˙;1642;Flashscore-PE;14864;ADSVIRTUAL;30;3;90
2023-01-01-2023-01-31;Doradobet;Per˙;3199;home;2088391;Caio;148;55;24477,11
2023-01-01-2023-01-31;Doradobet;Chile;3765;Marilyn;1160207;ADSCHILE;12;1;30000
2023-01-01-2023-01-31;Ecuabet;Ecuador;3401;AdPro_Casino;255431;Daniela;195;2;10
2023-01-01-2023-01-31;Doradobet;Per˙;1947;SPR_Deportivas;14864;ADSVIRTUAL;5;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;1371;Test;251959;Afiliador;82;42;561,4
2023-01-01-2023-01-31;Doradobet;Ecuador;4499;Registro Taboola;2457236;AdsDoradobetECU;20;0;0
2023-01-01-2023-01-31;Doradobet;Chile;3291;bono-bienvenida_SPR_CL;1160207;ADSCHILE;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3789;Taboola_Deportivo;14864;ADSVIRTUAL;154;5;200
2023-01-01-2023-01-31;Ecuabet;Ecuador;1749;boton-registro-FB-ECU;217215;AFILIADOS ECUABET;34;35;472
2023-01-01-2023-01-31;Doradobet;Per˙;2505;Retargeting_Promo_Casino;46079;Facebook Doradobet;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1950;SPR_Casino;14864;ADSVIRTUAL;18;0;0
2023-01-01-2023-01-31;Eltribet;MÈxico;3908;FBMX_Registro_Bono_Bienvenida;2813665;ADSEltribetmx;5;2;400
2023-01-01-2023-01-31;Doradobet;Per˙;2448;ADP_Deportivas;14864;ADSVIRTUAL;4;1;20
2023-01-01-2023-01-31;Ecuabet;Ecuador;2375;Link1;1035746;carlos;92;20;144
2023-01-01-2023-01-31;Ecuabet;Ecuador;4460;Pop Cash Casino;255431;Daniela;29;1;5
2023-01-01-2023-01-31;Doradobet;Per˙;3120;ADPRO_Video;14864;ADSVIRTUAL;82;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;1433;Besso-Dorado;14864;ADSVIRTUAL;36;4;110
2023-01-01-2023-01-31;Doradobet;Chile;4084;Taboola;1160207;ADSCHILE;13;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1762;Registro actualizado;38713;Thyago;4;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;3559;Taboola_Video;255431;Daniela;338;12;163
2023-01-01-2023-01-31;Eltribet;MÈxico;4583;La Liga;3045874;Facebook;1;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4472;veDatosdeparleysgratisengangabet;4020884;Marketing;9;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4463;DatosyPronÛsticosVenezuela;4020884;Marketing;1;1;20
2023-01-01-2023-01-31;Ecuabet;Ecuador;2939;Camilin;1621448;Camilo;1;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4484;veGangabet/ParleyVenezuelave;4020884;Marketing;2;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4520;REDES SOCIALES;3818889;Kevin Boucher Vega;32;8;61
2023-01-01-2023-01-31;Doradobet;Per˙;2421;BG_Deportivas;14864;ADSVIRTUAL;13;1;20
2023-01-01-2023-01-31;Doradobet;Per˙;2378;Onlinecasinos.com.pe;956462;Dennis;3;1;180
2023-01-01-2023-01-31;Ecuabet;Ecuador;2077;SPR_Deportivas;255431;Daniela;21;4;31
2023-01-01-2023-01-31;Doradobet;Per˙;1816;Trafico_Deportivas;46079;Facebook Doradobet;24;6;109
2023-01-01-2023-01-31;Ecuabet;Ecuador;1359;BG-Apuestas-deportivas;255431;Daniela;27;2;22
2023-01-01-2023-01-31;Gangabet;Per˙;4290;GanGaBetPer˙2022;3810558;Marketing;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1747;NUEVO LINK DE REGISTRO;183193;Alonso;11;2;250
2023-01-01-2023-01-31;Lotosports;Brasil;3832;BidQuest_Deportivas;2813611;ADSLotosports;3;1;5,4
2023-01-01-2023-01-31;Ecuabet;Ecuador;1998;SPR_Casino;255431;Daniela;10;0;0
2023-01-01-2023-01-31;Doradobet;Ecuador;3637;AdPro_Casino;2457236;AdsDoradobetECU;52;1;5
2023-01-01-2023-01-31;Doradobet;Costa Rica;2179;IG-apuesta-CR;779030;ADSCostarica;3;0;0
2023-01-01-2023-01-31;Eltribet;MÈxico;3914;FBMX_Registro_Casino;2813665;ADSEltribetmx;63;3;350
2023-01-01-2023-01-31;Doradobet;Per˙;3110;hermanoscelestes;1893877;Freddy;8;4;100
2023-01-01-2023-01-31;Doradobet;Per˙;1595;REGISTROWAVESBET;42025;Die;1;0;0
2023-01-01-2023-01-31;Doradobet;Guatemala;3844;MarÌa_RenÈe;2570626;AdsDoradoGT;2;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4526;redes;3818832;Victor Andres Zenteno Herran;19;4;22
2023-01-01-2023-01-31;Doradobet;Per˙;4376;Pamela;3780294;Pamela;11;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;885;elhinchablanquiazul;98577;Juan Julian;239;7;169,9
2023-01-01-2023-01-31;Gangabet;Chile;4436;CLAPUESTASDEPORTIVASCHILE;3841961;Marketing;1;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2122;boton_registro_IG_ecu;217215;AFILIADOS ECUABET;38;23;276
2023-01-01-2023-01-31;Gangabet;Per˙;4293;An·lisisyPronÛsticosDeportivosGANGABET;3810558;Marketing;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2684;FutBro;1066745;Piero Alessandro;5;1;10
2023-01-01-2023-01-31;Gangabet;Venezuela;4475;veDatosdeparleygratisLLgangabet;4020884;Marketing;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3154;MGID;14864;ADSVIRTUAL;229;3;50
2023-01-01-2023-01-31;Ecuabet;Ecuador;3157;MGID;255431;Daniela;258;4;58
2023-01-01-2023-01-31;Doradobet;Per˙;3866;LUISBACA;2895050;LUIS;3;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4293;An·lisisyPronÛsticosDeportivosGANGABET;3818832;Victor Andres Zenteno Herran;1;1;6
2023-01-01-2023-01-31;Doradobet;Per˙;3091;Piel Celeste;1891303;Renzo Apolonio;34;1;20
2023-01-01-2023-01-31;Gangabet;Chile;4641;HINCHAFIEL;4062414;CHILE;6;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2493;AFREE-TERRA;858148;APUESTASFREE;20;8;696,04
2023-01-01-2023-01-31;Gangabet;Venezuela;4469;vePronÛsticos GANGABET;4020884;Marketing;1;0;0
2023-01-01-2023-01-31;Doradobet;Chile;2897;Generico_Adpro;1160207;ADSCHILE;36;4;48000
2023-01-01-2023-01-31;Lotosports;Brasil;3869;Taboola_BR;2813611;ADSLotosports;2;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4626;COLOCOLOPOPULAR32;4062414;CHILE;10;0;0
2023-01-01-2023-01-31;Doradobet;Chile;3580;Inf_Natalia;1160207;ADSCHILE;10;1;20000
2023-01-01-2023-01-31;Ecuabet;Ecuador;4502;Pop Cash Bono Bienvenida;255431;Daniela;23;1;1
2023-01-01-2023-01-31;Ecuabet;Ecuador;2275;Adc_Deportes;255431;Daniela;410;10;173
2023-01-01-2023-01-31;Doradobet;Ecuador;3601;Adc_Deportivas;2457236;AdsDoradobetECU;289;2;10
2023-01-01-2023-01-31;Doradobet;Per˙;885;elhinchablanquiazul;300386;Katherine;1;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2194;PPADS_sorteos_ECU;255431;Daniela;568;1;10
2023-01-01-2023-01-31;Doradobet;Ecuador;3598;Adc_Casino;2457236;AdsDoradobetECU;276;2;10
2023-01-01-2023-01-31;Ecuabet;Ecuador;2278;Adc_Casino_Ecu;255431;Daniela;584;5;67
2023-01-01-2023-01-31;Gangabet;MÈxico;4236;MxApuestasDeportivasGangabet;3806118;Marketing;1;0;0
2023-01-01-2023-01-31;Lotosports;Brasil;3808;Ppads_Sorteos;2813611;ADSLotosports;12;1;50
2023-01-01-2023-01-31;Doradobet;Guatemala;3785;Ppads_Sorteos;2570626;AdsDoradoGT;221;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3142;RegistroBL;21029;JULIEN;5;3;410
2023-01-01-2023-01-31;Doradobet;Per˙;1673;SHDC;186475;SoyHincha;27;1;100
2023-01-01-2023-01-31;Doradobet;Costa Rica;4078;PropellerAds;779030;ADSCostarica;2;0;0
2023-01-01-2023-01-31;Doradobet;Costa Rica;2176;IG_CR;779030;ADSCostarica;19;11;38000
2023-01-01-2023-01-31;Doradobet;Per˙;3356;Amorporlablanquiazul;2278019;Ad·n Gerardo;30;3;50
2023-01-01-2023-01-31;Doradobet;Per˙;1702;AHL;164587;Stephen Bruno;6;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2601;Mexico1;1219914;Andres;82;37;611,77
2023-01-01-2023-01-31;Doradobet;Per˙;1546;Apostadores Winner;305489;Fabrizio;22;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3751;PE;72013;Juan Carlos;3;1;16
2023-01-01-2023-01-31;Doradobet;Nicaragua;4668;AdCash Deportes;3053932;Ads;55;1;21
2023-01-01-2023-01-31;Doradobet;Nicaragua;4665;AdCash CASINO;3053932;Ads;56;1;2
2023-01-01-2023-01-31;Doradobet;Per˙;3737;FvriaRoja1995;2642629;CIENCIANO;49;0;0
2023-01-01-2023-01-31;Eltribet;MÈxico;4680;AdCash Deportes;2813665;ADSEltribetmx;39;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;1646;Beso-ECU;255431;Daniela;36;14;118
2023-01-01-2023-01-31;Doradobet;Guatemala;4683;AdCash Casino;2570626;AdsDoradoGT;143;0;0
2023-01-01-2023-01-31;Doradobet;Guatemala;4686;AdCash Deportes;2570626;AdsDoradoGT;126;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;511;Silvia;14864;ADSVIRTUAL;1;2;120
2023-01-01-2023-01-31;Doradobet;Per˙;1833;FS_Wallpaper;14864;ADSVIRTUAL;2;0;0
2023-01-01-2023-01-31;Doradobet;Ecuador;3628;SPR_Video;2457236;AdsDoradobetECU;2;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2185;PPADS_popunder_ECU;255431;Daniela;2;2;15
2023-01-01-2023-01-31;Doradobet;Chile;3410;PPADS_Sorteos_CH;1160207;ADSCHILE;74;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4299;lasapuestasfijasde#gangabet;3810558;Marketing;9;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3097;Textbox FS.pe 2022;9693;mismarcadores;1;1;60
2023-01-01-2023-01-31;Doradobet;Ecuador;3634;AdPro_Bono_Bienvenida;2457236;AdsDoradobetECU;70;1;300
2023-01-01-2023-01-31;Doradobet;Per˙;1520;GronedeCorazÛn;297025;Julio;1;2;60
2023-01-01-2023-01-31;Lotosports;Brasil;3811;Adc_Deportivas;2813611;ADSLotosports;1;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2266;POPC_Mob_ECU;255431;Daniela;2;1;1
2023-01-01-2023-01-31;Doradobet;Per˙;1789;Homepage;294404;Andre;2;1;30
2023-01-01-2023-01-31;Doradobet;Per˙;1421;DataFac-registro;14864;ADSVIRTUAL;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2848;FutbolLiga1Peru2022;1558858;John Frangen;1;0;0
2023-01-01-2023-01-31;Lotosports;Brasil;3761;Registration Gabi INSTAGRAM;2696985;Gabi;90;37;167,24
2023-01-01-2023-01-31;Doradobet;Per˙;2116;Registro_IG;14864;ADSVIRTUAL;17;2;60
2023-01-01-2023-01-31;Doradobet;Per˙;1523;Kathy Magallanes;300386;Katherine;2;0;0
2023-01-01-2023-01-31;Doradobet;Ecuador;3515;SPR_Bono_Binevenida;2457236;AdsDoradobetECU;7;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;2675;RAZA CELESTE FB OFICIAL;35027;Cristopher;27;1;80
2023-01-01-2023-01-31;Doradobet;Per˙;3199;home;7061;prueba;1;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4490;veGANGABETSinDiversiÛnNoHayJuegoVZLA;4020884;Marketing;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2640;Momento Deportivo;1243758;Eduardo Rafael;6;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3174;LaBandaDeFuerzaOriente1975;2064771;Miguel Angel;22;3;30
2023-01-01-2023-01-31;Gangabet;Venezuela;4466;GANGABET-JUEGAYGANA;4020884;Marketing;1;1;60
2023-01-01-2023-01-31;Doradobet;Per˙;1222;Registro;178270;MatÌas;11;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;4723;PropellerAds Prize;255431;Daniela;186;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2116;Registro_IG;6290;PVENTAPERU22;14;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3482;Bingo;46079;Facebook Doradobet;45;9;517
2023-01-01-2023-01-31;Doradobet;Per˙;1678;Trafico-Tragamonedas;46079;Facebook Doradobet;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3199;home;6290;PVENTAPERU22;2;1;27
2023-01-01-2023-01-31;Doradobet;Per˙;3712;Reels_Patrocinios;46079;Facebook Doradobet;5;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4520;REDES SOCIALES;3820335;Robinson Clavijo Gallo;2;2;10
2023-01-01-2023-01-31;Doradobet;Per˙;2357;odds-website;989008;iRocket;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;876;sorteo-futbol-LD;22651;PropellerAds;302;1;40
2023-01-01-2023-01-31;Ecuabet;Ecuador;4735;JenifferE;4081323;Jeniffer Patricia;1;1;5
2023-01-01-2023-01-31;Gangabet;Per˙;4206;Instagram Gangabet Per˙;3810558;Marketing;1;0;0
2023-01-01-2023-01-31;Eltribet;MÈxico;4523;Liga_Mexicana;3045874;Facebook;2;0;0
2023-01-01-2023-01-31;Lotosports;Brasil;3814;Bidquest_Cuotas;2813611;ADSLotosports;1;1;1
2023-01-01-2023-01-31;Doradobet;Chile;3607;Adc_Deportivas;1160207;ADSCHILE;4;0;0
2023-01-01-2023-01-31;Gangabet;MÈxico;4209;Apuestasdeportivasfreepicks;3806118;Marketing;1;0;0
2023-01-01-2023-01-31;Doradobet;Costa Rica;4762;ADCASH;779030;ADSCostarica;87;0;0
2023-01-01-2023-01-31;Gangabet;MÈxico;4777;PRUEBA1;4097845;Felix;2;1;100
2023-01-01-2023-01-31;Gangabet;MÈxico;4780;PRUEBA2;4097845;Felix;2;1;100
2023-01-01-2023-01-31;Gangabet;MÈxico;4783;PRUEBA3;4097845;Felix;2;0;0
2023-01-01-2023-01-31;Doradobet;Costa Rica;4765;AdCash Deportes;779030;ADSCostarica;66;0;0
2023-01-01-2023-01-31;Milbets;Brasil;4759;bonus400;4095733;trafego;1191;41;430,43
2023-01-01-2023-01-31;Doradobet;Per˙;798;BG-casino-dorado;14864;ADSVIRTUAL;11;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4275;LEOAPUESTAS;3810558;Marketing;1;1;3
2023-01-01-2023-01-31;Gangabet;Venezuela;4819;Facebook;4100485;Jose;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;4822;Fanny;4088809;Fanny;8;0;0
2023-01-01-2023-01-31;Gangabet;MÈxico;4804;DANIEL;4097845;Felix;1;0;0
2023-01-01-2023-01-31;Gangabet;Per˙;4520;REDES SOCIALES;3818832;Victor Andres Zenteno Herran;2;1;10
2023-01-01-2023-01-31;Doradobet;Chile;3610;Adc_Casino;1160207;ADSCHILE;5;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4855;YACELIS;4103920;Links;8;1;50
2023-01-01-2023-01-31;Doradobet;Per˙;2311;Cuotas FS.pe 2021;9693;mismarcadores;8;2;60
2023-01-01-2023-01-31;Doradobet;Chile;3473;Boton_Instagram;1160207;ADSCHILE;2;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4894;INSTAGRAMTH;4105624;Eduardo;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3199;home;17393;Punto Pruebas;209;2;200
2023-01-01-2023-01-31;Eltribet;MÈxico;4568;UFC;3045874;Facebook;1;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;4753;AdFly PopUnder;255431;Daniela;11;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1150;Apuestas Fuertes;153543;Daniel;10;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4873;YACELIS;4103929;Links;1;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4885;CRISTELL;4103929;Links;2;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4882;NOLAND;4103929;Links;2;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4656;INSTAGRAMDECHILE;4062414;CHILE;5;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4418;0201OFICIAL;3841961;Marketing;2;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4898;MCUGANGABET;3817446;Gabriel Cristobal Silva Sepulveda;10;1;5000
2023-01-01-2023-01-31;Ecuabet;Ecuador;3025;CAMILIN86;1621448;Camilo;2;1;10
2023-01-01-2023-01-31;Gangabet;Per˙;4284;APUESTASPER⁄;3810558;Marketing;1;1;3
2023-01-01-2023-01-31;Doradobet;Per˙;4081;Gianfranco Borda;3018560;Gianfranco Fidel;9;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4870;ELENA;4103929;Links;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;4093;bettingguide-pe-c;757282;David;1;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4918;HUELLADECAMPE”N;4062414;CHILE;5;1;3000
2023-01-01-2023-01-31;Doradobet;Chile;3470;Boton_Facebook;1160207;ADSCHILE;1;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4644;PUEBLOCOLOCOLINO;4062414;CHILE;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;987;Liga-Peru;46079;Facebook Doradobet;1;14;350
2023-01-01-2023-01-31;Doradobet;Per˙;2628;HINCHADA ROSADA;1227093;ERIC JOEL;4;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;936;NBA;46079;Facebook Doradobet;12;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2690;FRANJA PERUANA;1364837;Piero Giancarlo;8;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;2622;Digital_Latina;14864;ADSVIRTUAL;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;691;UFC;46079;Facebook Doradobet;51;5;120
2023-01-01-2023-01-31;Gangabet;Chile;4927;FACEBOOK;4125154;Gonzalo Esteban;8;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4867;MARIANA;4103929;Links;3;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4909;CARTELQRCARACAS;4119421;Parley;2;1;20
2023-01-01-2023-01-31;Gangabet;Chile;4942;RCY25;4127377;Rosa;2;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2125;apuestas-deportiva-IG-ecu;217215;AFILIADOS ECUABET;1;1;10
2023-01-01-2023-01-31;Ecuabet;Ecuador;4756;AdFly Push;255431;Daniela;3;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4954;ANLUC23;4127998;Vaithiare carolina;2;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4957;JUAN;4129450;Juan Carlos;17;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;3703;Local_Minka;14864;ADSVIRTUAL;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1899;DIARIO EP;521586;Daniel;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;4738;La Docce del Pap·;4076316;Rocio Raquel;19;0;0
2023-01-01-2023-01-31;Gangabet;Brasil;4978;ELENA;4138810;Links;3;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2619;ANDR…S PONCE;1225530;AndrÈs;1;1;1
2023-01-01-2023-01-31;Doradobet;Per˙;3526;Doradoapuestas;154657;Jorge;11;1;500
2023-01-01-2023-01-31;Gangabet;Per˙;4901;REDES;3810558;Marketing;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2660;CIENCIANISTA;1311968;Renzo;1;0;0
2023-01-01-2023-01-31;Doradobet;Costa Rica;2050;Liz;726292;Maria;1;1;500
2023-01-01-2023-01-31;Eltribet;MÈxico;4391;ApostadoresLat;3702240;LatMedia;2;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1792;Review;294404;Andre;2;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;4921;Embajadur Crema;4119889;Luis Antonio;50;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4864;ELENA;4103920;Links;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;846;Registro;72700;MatÌas;1;1;10
2023-01-01-2023-01-31;Gangabet;Chile;5009;CRUZADICTOS;4062414;CHILE;4;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2836;Zona Rosada;1565227;Paulo;6;0;0
2023-01-01-2023-01-31;Gangabet;Chile;4415;PERIODISTAPAUMMADRID;3841961;Marketing;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;1006;branding;46079;Facebook Doradobet;1;0;0
2023-01-01-2023-01-31;Gangabet;Venezuela;4858;ALBANY;4103920;Links;2;1;20
2023-01-01-2023-01-31;Gangabet;Per˙;4741;JALAMA17;4092862;Jose;2;1;20
2023-01-01-2023-01-31;Doradobet;Costa Rica;2134;POPC-desk-CR;779030;ADSCostarica;4;0;0
2023-01-01-2023-01-31;Gangabet;Brasil;4445;INSTAGRAMDEBRASIL;3981347;Marketing;12;0;0
2023-01-01-2023-01-31;Eltribet;MÈxico;4045;Boton_FB;2813665;ADSEltribetmx;1;0;0
2023-01-01-2023-01-31;Doradobet;Guatemala;3799;Sandy_Gomez;2570626;AdsDoradoGT;3;1;100
2023-01-01-2023-01-31;Gangabet;Chile;4876;ALBANY;4103929;Links;1;0;0
2023-01-01-2023-01-31;Gangabet;Chile;5012;UDECHILE.LOCURA;4062414;CHILE;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2833;Plac Apuesta y Gana;1553452;Henry;4;2;20
2023-01-01-2023-01-31;Doradobet;Per˙;2493;AFREE-TERRA;6290;PVENTAPERU22;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;2314;Bono FS.pe 2021;9693;mismarcadores;1;0;0
2023-01-01-2023-01-31;Ecuabet;Ecuador;2387;FSALAS11;1044374;Franklin;1;0;0
2023-01-01-2023-01-31;Doradobet;Per˙;541;champions_League;46079;Facebook Doradobet;0;9;359
2023-01-01-2023-01-31;Doradobet;Per˙;508;Alianza_libertadores;46079;Facebook Doradobet;0;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;529;regristroFB;46079;Facebook Doradobet;0;20;814
2023-01-01-2023-01-31;Doradobet;Per˙;571;ruleta;46079;Facebook Doradobet;0;6;100
2023-01-01-2023-01-31;Doradobet;Per˙;643;sorteo-tragamonedas;46079;Facebook Doradobet;0;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;640;sorteo-mesas-envivo;46079;Facebook Doradobet;0;1;1
2023-01-01-2023-01-31;Doradobet;Per˙;649;torneos-Lucky-Time;46079;Facebook Doradobet;0;1;50
2023-01-01-2023-01-31;Doradobet;Per˙;634;registro-tragamonedas;46079;Facebook Doradobet;0;3;235
2023-01-01-2023-01-31;Doradobet;Per˙;664;torneo-Bingo;46079;Facebook Doradobet;0;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;753;Copa-Italia;46079;Facebook Doradobet;0;1;50
2023-01-01-2023-01-31;Doradobet;Per˙;723;torneo-futbol;46079;Facebook Doradobet;0;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;804;Copa-Alemania;46079;Facebook Doradobet;0;1;59
2023-01-01-2023-01-31;Doradobet;Per˙;750;LaLiga;46079;Facebook Doradobet;0;4;31
2023-01-01-2023-01-31;Doradobet;Per˙;720;sorteo-futbol;46079;Facebook Doradobet;0;5;1576
2023-01-01-2023-01-31;Doradobet;Per˙;747;torneo-veloz;46079;Facebook Doradobet;0;1;75
2023-01-01-2023-01-31;Doradobet;Per˙;637;registro-casino-envivo;46079;Facebook Doradobet;0;1;40
2023-01-01-2023-01-31;Doradobet;Per˙;703;casasdeapuestasdeportivas;23284;Enrique;0;2;170
2023-01-01-2023-01-31;Doradobet;Per˙;909;TB-LD-Trucos-casino;14864;ADSVIRTUAL;0;1;80
2023-01-01-2023-01-31;Doradobet;Per˙;478;Bono_Bienvenida;46079;Facebook Doradobet;0;27;583
2023-01-01-2023-01-31;Doradobet;Per˙;1159;eliminatorias;46079;Facebook Doradobet;0;2;16,2
2023-01-01-2023-01-31;Doradobet;Per˙;1216;HinchaBlanquiazulFacebook;98577;Juan Julian;0;1;50
2023-01-01-2023-01-31;Doradobet;Nicaragua;996;Lidia;23516;ADS-nicaragua;0;1;30
2023-01-01-2023-01-31;Doradobet;Per˙;756;Premier_League;46079;Facebook Doradobet;0;4;51,14
2023-01-01-2023-01-31;Doradobet;Per˙;816;PE;72013;Juan Carlos;0;1;1000
2023-01-01-2023-01-31;Doradobet;Per˙;966;premios-millonarios;46079;Facebook Doradobet;0;1;50
2023-01-01-2023-01-31;Doradobet;Per˙;888;AdPro-LD-deportivas;14864;ADSVIRTUAL;0;2;70
2023-01-01-2023-01-31;Doradobet;Per˙;700;Bundesliga;46079;Facebook Doradobet;0;1;20
2023-01-01-2023-01-31;Doradobet;Per˙;1231;Crack de las apuestas;183193;Alonso;0;1;500
2023-01-01-2023-01-31;Ecuabet;Ecuador;1341;Ppads-ECU-CPA;255431;Daniela;0;2;7
2023-01-01-2023-01-31;Ecuabet;Ecuador;1406;Adpro-Ecu-cuotas;255431;Daniela;0;1;5
2023-01-01-2023-01-31;Doradobet;Nicaragua;1090;Bono-bienvenida-NIC;22651;PropellerAds;0;1;10
2023-01-01-2023-01-31;Doradobet;Per˙;1374;apuestas-deportivas;46079;Facebook Doradobet;0;1;50
